Company,Title,Average rating,Product Code,Reviews,Selling Price,Orginal Price,saved Price,Sales Status,Composition
Cyberjammies,Cotton Modal Celestial Print Pyjama Top,0.0,Product code: T838296,,26.0,26.0,0.0,,"60% cotton, 40% modal"
Hotmilk,Dream Strappy Nursing Chemise,0.0,Product code: T134450,,49.99,49.99,0.0,,"95% viscose, 5% elastane"
Cyberjammies,Modal Rich Short Nightshirt,0.0,Product code: T838311,,32.0,32.0,0.0,,"95% modal, 5% elastane"
Cyberjammies,Cotton Modal Floral Long Nightdress,0.0,Product code: T838312,,35.0,35.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Modal Rich Knit Revere Pyjama Top,0.0,Product code: T838160,,26.0,26.0,0.0,,"95% modal, 5% elastane"
DKNY,Cotton Rich Logo Pyjama Bottoms,0.0,Product code: T135070,,70.0,70.0,0.0,,"57% cotton, 38% viscose and 5% elastane"
Cyberjammies,Modal Rich Long Dressing Gown,0.0,Product code: T838317,,49.0,49.0,0.0,,"95% modal, 5% elastane"
Cyberjammies,Cotton Modal Berry Print Pyjama Bottoms,0.0,Product code: T838306,,26.0,26.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Leaf Print Cami Top,1.0,Product code: T838039,1.0,18.0,18.0,0.0,,"60% cotton, 40% modal"
DKNY,Cotton Rich Logo Pyjama Bottoms,0.0,Product code: T135070,,70.0,70.0,0.0,,"57% cotton, 38% viscose and 5% elastane"
DKNY,Jersey Logo Print Short Robe,3.0,Product code: T135069,1.0,89.0,89.0,0.0,,"57% cotton, 38% viscose and 5% elastane"
Cyberjammies,Modal Rich Long Dressing Gown,0.0,Product code: T838318,,49.0,49.0,0.0,,"95% modal, 5% elastane"
Cyberjammies,Cotton Modal Floral Long Dressing Gown,3.5,Product code: T838240,2.0,49.0,49.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Floral Nightdress,4.89,Product code: T838133,9.0,29.0,29.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Floral Pyjama Top,0.0,Product code: T838309,,26.0,26.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Leaf Print Long Dressing Gown,4.25,Product code: T838118,4.0,49.0,49.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Pear Print Short Dressing Gown,5.0,Product code: T838027,4.0,35.0,35.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Modal Rich Lace Trim Pyjama Set,0.0,Product code: T838256,,52.0,52.0,0.0,,"95% modal, 5% elastane"
Triumph,Amourette Lace Short Chemise,4.67,Product code: T133320,21.0,40.0,40.0,0.0,,"95% viscose, 5% elastane, Lace - 87% polyamide, 13%  elastane, Trimming - 90% polyamide, 10% elastane"
Cyberjammies,Jersey Lace Trim Long Dressing Gown,0.0,Product code: T838272,,49.0,49.0,0.0,,"95% modal, 5% elastane"
Cyberjammies,Cotton Modal Pear Print Pyjama Shorts,5.0,Product code: T838047,1.0,18.0,18.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Leopard Print Pyjama Top,0.0,Product code: T838150,,26.0,26.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Flamingo Print Short Chemise,4.71,Product code: T838007T,28.0,21.0,29.0,8.0,On sale,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Floral Long Dressing Gown,4.14,Product code: T838117,7.0,49.0,49.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Leopard Print Pyjama Shorts,0.0,Product code: T838416,,18.0,18.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Rich Leopard Print Nightdress,4.8,Product code: T838121,5.0,29.0,29.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Berry Print Pyjama Top,0.0,Product code: T838310,,26.0,26.0,0.0,,"60% cotton, 40% modal"
Cyberjammies,Cotton Modal Floral Nightdress,4.44,Product code: T838130,18.0,29.0,29.0,0.0,,"60% cotton, 40% modal"
